,sample,population,percentage
2553,sample03951,monocyte,16.851071303126098
2554,sample03951,nk_cell,18.840885142255004
2555,sample03952,b_cell,14.587364171643118
2556,sample03952,cd4_t_cell,28.158172709873767
2557,sample03952,cd8_t_cell,29.194599286737713
2558,sample03952,monocyte,18.599203070583684
2559,sample03952,nk_cell,9.460660761161718
2560,sample03953,b_cell,6.909178091148841
2561,sample03953,cd4_t_cell,31.251498441620715
2562,sample03953,cd8_t_cell,22.890739085896122
2563,sample03953,monocyte,25.354721998212767
2564,sample03953,nk_cell,13.593862383121554
2565,sample03963,b_cell,7.478862101826882
2566,sample03963,cd4_t_cell,33.91492122711328
2567,sample03963,cd8_t_cell,23.114823901538962
2568,sample03963,monocyte,18.315456517772056
2569,sample03963,nk_cell,17.17593625174882
2570,sample03964,b_cell,11.04462285287528
2571,sample03964,cd4_t_cell,32.87341299477222
2572,sample03964,cd8_t_cell,24.157020164301716
2573,sample03964,monocyte,18.704256908140405
2574,sample03964,nk_cell,13.22068707991038
2575,sample03965,b_cell,7.2194969593415275
2576,sample03965,cd4_t_cell,21.57673299160374
2577,sample03965,cd8_t_cell,23.55362031270095
2578,sample03965,monocyte,32.55249958661743
2579,sample03965,nk_cell,15.097650149736355
2580,sample03981,b_cell,9.113954090438385
2581,sample03981,cd4_t_cell,28.19295823265447
2582,sample03981,cd8_t_cell,26.508025543665863
2583,sample03981,monocyte,19.76397997928892
2584,sample03981,nk_cell,16.421082153952366
2585,sample03982,b_cell,11.094805077878815
2586,sample03982,cd4_t_cell,28.926802917079318
2587,sample03982,cd8_t_cell,29.740704060502384
2588,sample03982,monocyte,16.338345187719455
2589,sample03982,nk_cell,13.899342756820024
2590,sample03983,b_cell,6.5831528531766095
2591,sample03983,cd4_t_cell,34.92028660566914
2592,sample03983,cd8_t_cell,22.634596853443753
2593,sample03983,monocyte,16.61148903284898
2594,sample03983,nk_cell,19.250474654861517
2595,sample04014,b_cell,7.421283888493865
2596,sample04014,cd4_t_cell,26.499115754161426
2597,sample04014,cd8_t_cell,38.256850626264836
2598,sample04014,monocyte,14.020310306477784
2599,sample04014,nk_cell,13.80243942460209
2600,sample04015,b_cell,8.830326413615941
2601,sample04015,cd4_t_cell,26.315424059986313
2602,sample04015,cd8_t_cell,25.626097219880386
2603,sample04015,monocyte,23.392479890501175
2604,sample04015,nk_cell,15.835672416016187
2605,sample04016,b_cell,16.28581954765606
2606,sample04016,cd4_t_cell,24.650677976762786
2607,sample04016,cd8_t_cell,30.696307744839917
2608,sample04016,monocyte,9.264334558394062
2609,sample04016,nk_cell,19.102860172347174
2610,sample04035,b_cell,5.819759351723009
2611,sample04035,cd4_t_cell,19.116349713059215
2612,sample04035,cd8_t_cell,39.39774267186889
2613,sample04035,monocyte,23.18717997689922
2614,sample04035,nk_cell,12.478968286449664
2615,sample04036,b_cell,12.733809500982694
2616,sample04036,cd4_t_cell,30.28905613345477
2617,sample04036,cd8_t_cell,23.891472125017977
2618,sample04036,monocyte,14.681942380518672
2619,sample04036,nk_cell,18.403719860025884
2620,sample04037,b_cell,14.378831543096673
2621,sample04037,cd4_t_cell,32.096410793817135
2622,sample04037,cd8_t_cell,22.71941315168981
2623,sample04037,monocyte,15.612260937909353
2624,sample04037,nk_cell,15.193083573487032
2625,sample04047,b_cell,7.272933032809302
2626,sample04047,cd4_t_cell,24.43015173948716
2627,sample04047,cd8_t_cell,24.399973594122805
2628,sample04047,monocyte,24.615935946886463
2629,sample04047,nk_cell,19.281005686694268
2630,sample04048,b_cell,5.223375337260886
2631,sample04048,cd4_t_cell,33.89787689851352
2632,sample04048,cd8_t_cell,30.06093432633717
2633,sample04048,monocyte,20.328620944027325
2634,sample04048,nk_cell,10.489192493861093
2635,sample04049,b_cell,9.874394514458261
2636,sample04049,cd4_t_cell,32.15311707102267
2637,sample04049,cd8_t_cell,28.36922560758246
2638,sample04049,monocyte,16.81834385288012
2639,sample04049,nk_cell,12.784918954056492
2640,sample04068,b_cell,10.439448627459381
2641,sample04068,cd4_t_cell,28.486510223098097
2642,sample04068,cd8_t_cell,23.01776859061553
2643,sample04068,monocyte,21.955294697269913
2644,sample04068,nk_cell,16.10097786155708
2645,sample04069,b_cell,9.925582716831856
2646,sample04069,cd4_t_cell,33.94673864344177
2647,sample04069,cd8_t_cell,29.386631115385036
2648,sample04069,monocyte,16.784867392991007
2649,sample04069,nk_cell,9.95618013135033
2650,sample04070,b_cell,15.317501588952448
2651,sample04070,cd4_t_cell,30.68315325205601
2652,sample04070,cd8_t_cell,27.900078966121608
2653,sample04070,monocyte,17.329211686986
2654,sample04070,nk_cell,8.77005450588394
2655,sample04128,b_cell,17.051515061228137
2656,sample04128,cd4_t_cell,24.71769508089265
2657,sample04128,cd8_t_cell,26.397123816901548
2658,sample04128,monocyte,18.710087497144674
2659,sample04128,nk_cell,13.123578543832991
2660,sample04129,b_cell,7.451361485756915
2661,sample04129,cd4_t_cell,37.59055303610342
2662,sample04129,cd8_t_cell,24.93079686671771
2663,sample04129,monocyte,19.30423856921295
2664,sample04129,nk_cell,10.723050042209003
2665,sample04130,b_cell,7.3878574194468785
2666,sample04130,cd4_t_cell,26.41184502822671
2667,sample04130,cd8_t_cell,26.361913302219413
2668,sample04130,monocyte,22.19618073246785
2669,sample04130,nk_cell,17.642203517639146
2670,sample04155,b_cell,14.129563579529515
2671,sample04155,cd4_t_cell,27.250230433214444
2672,sample04155,cd8_t_cell,27.217168276359555
2673,sample04155,monocyte,16.334709253396387
2674,sample04155,nk_cell,15.0683284575001
2675,sample04156,b_cell,13.568895977893144
2676,sample04156,cd4_t_cell,30.729140209893224
2677,sample04156,cd8_t_cell,22.073330556430392
2678,sample04156,monocyte,17.841940039215288
2679,sample04156,nk_cell,15.78669321656795
2680,sample04157,b_cell,9.408642233024185
2681,sample04157,cd4_t_cell,26.31537092814044
2682,sample04157,cd8_t_cell,31.57784868636865
2683,sample04157,monocyte,21.453493573494768
2684,sample04157,nk_cell,11.244644578971958
2685,sample04170,b_cell,10.122739582423343
2686,sample04170,cd4_t_cell,26.98523630645584
2687,sample04170,cd8_t_cell,34.85738621472875
2688,sample04170,monocyte,16.56438368131388
2689,sample04170,nk_cell,11.470254215078187
2690,sample04171,b_cell,12.014748340351973
2691,sample04171,cd4_t_cell,34.91329373471377
2692,sample04171,cd8_t_cell,20.69640854006142
2693,sample04171,monocyte,22.554662645506536
2694,sample04171,nk_cell,9.8208867393663
2695,sample04172,b_cell,8.188323917137476
2696,sample04172,cd4_t_cell,27.268227064837234
2697,sample04172,cd8_t_cell,26.707559860102233
2698,sample04172,monocyte,18.486951842884046
2699,sample04172,nk_cell,19.34893731503901
2700,sample04173,b_cell,9.14550414706044
2701,sample04173,cd4_t_cell,30.29917424977571
2702,sample04173,cd8_t_cell,22.557079297654575
2703,sample04173,monocyte,29.283922588205137
2704,sample04173,nk_cell,8.714319717304136
2705,sample04174,b_cell,13.554780621392123
2706,sample04174,cd4_t_cell,26.08999743877692
2707,sample04174,cd8_t_cell,21.88466615442205
2708,sample04174,monocyte,27.936048229800814
2709,sample04174,nk_cell,10.534507555608094
2710,sample04175,b_cell,8.298704223045588
2711,sample04175,cd4_t_cell,36.65738674745655
2712,sample04175,cd8_t_cell,20.907453276289125
2713,sample04175,monocyte,20.3168819471454
2714,sample04175,nk_cell,13.819573806063335
2715,sample04188,b_cell,11.19569706754778
2716,sample04188,cd4_t_cell,27.830135546126986
2717,sample04188,cd8_t_cell,27.549468704239104
2718,sample04188,monocyte,17.74020951451207
2719,sample04188,nk_cell,15.684489167574062
2720,sample04189,b_cell,4.432653228786075
2721,sample04189,cd4_t_cell,29.789810747567635
2722,sample04189,cd8_t_cell,31.131204072416764
2723,sample04189,monocyte,23.758159201937683
2724,sample04189,nk_cell,10.888172749291844
2725,sample04190,b_cell,8.776564201537516
2726,sample04190,cd4_t_cell,29.905010404649207
2727,sample04190,cd8_t_cell,18.868534831315298
2728,sample04190,monocyte,27.603049155228742
2729,sample04190,nk_cell,14.846841407269238
2730,sample04203,b_cell,11.66425470332851
2731,sample04203,cd4_t_cell,24.820599830330856
2732,sample04203,cd8_t_cell,18.820300414192324
2733,sample04203,monocyte,20.524976296222366
2734,sample04203,nk_cell,24.169868755925943
2735,sample04204,b_cell,8.435762293892946
2736,sample04204,cd4_t_cell,28.68236545621585
2737,sample04204,cd8_t_cell,35.95377399545477
2738,sample04204,monocyte,18.791160969005368
2739,sample04204,nk_cell,8.136937285431072
2740,sample04205,b_cell,8.856191004997223
2741,sample04205,cd4_t_cell,27.98534864143576
2742,sample04205,cd8_t_cell,21.17103401336175
2743,sample04205,monocyte,19.40409449947162
2744,sample04205,nk_cell,22.583331840733642
2745,sample04224,b_cell,11.223721300540099
2746,sample04224,cd4_t_cell,32.06915843608117
2747,sample04224,cd8_t_cell,22.039678953370775
2748,sample04224,monocyte,21.557678652120586
2749,sample04224,nk_cell,13.109762657887375
2750,sample04225,b_cell,10.303388494877856
2751,sample04225,cd4_t_cell,30.05229600974282
2752,sample04225,cd8_t_cell,27.931800272225804
2753,sample04225,monocyte,17.87198223368436
2754,sample04225,nk_cell,13.84053298946916
2755,sample04226,b_cell,6.067537057033474
2756,sample04226,cd4_t_cell,21.79051732600373
2757,sample04226,cd8_t_cell,35.97428094630411
2758,sample04226,monocyte,19.27358397958182
2759,sample04226,nk_cell,16.894080691076862
2760,sample04266,b_cell,25.11549414618711
2761,sample04266,cd4_t_cell,23.727454909819638
2762,sample04266,cd8_t_cell,21.850015821115917
2763,sample04266,monocyte,19.680413458495938
2764,sample04266,nk_cell,9.626621664381394
2765,sample04267,b_cell,7.4344350877943866
2766,sample04267,cd4_t_cell,23.802390404143082
2767,sample04267,cd8_t_cell,29.91215211273634
2768,sample04267,monocyte,22.80728035353157
2769,sample04267,nk_cell,16.043742041794623
2770,sample04268,b_cell,7.903748435083585
2771,sample04268,cd4_t_cell,29.20134030488254
2772,sample04268,cd8_t_cell,20.043817659621475
2773,sample04268,monocyte,23.576846601369763
2774,sample04268,nk_cell,19.27424699904264
2775,sample04284,b_cell,9.902680553184224
2776,sample04284,cd4_t_cell,20.063473571091404
2777,sample04284,cd8_t_cell,34.06582370014764
2778,sample04284,monocyte,17.09166507647963
2779,sample04284,nk_cell,18.87635709909711
2780,sample04285,b_cell,11.025694589513265
2781,sample04285,cd4_t_cell,29.22602882807604
2782,sample04285,cd8_t_cell,29.795278880300813
2783,sample04285,monocyte,15.484645916022561
2784,sample04285,nk_cell,14.46835178608732
2785,sample04286,b_cell,5.284429346074885
2786,sample04286,cd4_t_cell,19.271595731948704
2787,sample04286,cd8_t_cell,28.47055357619613
2788,sample04286,monocyte,34.093775605085575
2789,sample04286,nk_cell,12.87964574069471
2790,sample04293,b_cell,8.136057435732194
2791,sample04293,cd4_t_cell,17.198497648800235
2792,sample04293,cd8_t_cell,23.117278045735116
2793,sample04293,monocyte,28.919253657701564
2794,sample04293,nk_cell,22.62891321203089
2795,sample04294,b_cell,7.88484191678839
2796,sample04294,cd4_t_cell,35.96192809687603
2797,sample04294,cd8_t_cell,22.83560288366395
2798,sample04294,monocyte,21.552089713989538
2799,sample04294,nk_cell,11.76553738868209
2800,sample04295,b_cell,11.953369348876883
2801,sample04295,cd4_t_cell,23.71433987299782
2802,sample04295,cd8_t_cell,25.876220263482136
2803,sample04295,monocyte,22.511610273907685
2804,sample04295,nk_cell,15.944460240735475
2805,sample04296,b_cell,10.420414871580421
2806,sample04296,cd4_t_cell,22.24804769175411
2807,sample04296,cd8_t_cell,29.621597440360993
2808,sample04296,monocyte,15.941338364437357
2809,sample04296,nk_cell,21.768601631867117
2810,sample04297,b_cell,9.318881734191898
2811,sample04297,cd4_t_cell,32.374115106187254
2812,sample04297,cd8_t_cell,12.492500899892013
2813,sample04297,monocyte,27.12274527056753
2814,sample04297,nk_cell,18.691756989161302
2815,sample04298,b_cell,15.573649694200869
2816,sample04298,cd4_t_cell,35.27190332326284
2817,sample04298,cd8_t_cell,20.794340873922334
2818,sample04298,monocyte,16.000110529806204
2819,sample04298,nk_cell,12.359995578807752
2820,sample04302,b_cell,9.40077120099074
2821,sample04302,cd4_t_cell,38.56474054059125
2822,sample04302,cd8_t_cell,21.14892060007318
2823,sample04302,monocyte,19.6055804178746
2824,sample04302,nk_cell,11.279987240470227
2825,sample04303,b_cell,6.394353561522195
2826,sample04303,cd4_t_cell,31.9241648891859
2827,sample04303,cd8_t_cell,26.083652974724682
2828,sample04303,monocyte,18.536759522872288
2829,sample04303,nk_cell,17.06106905169494
2830,sample04304,b_cell,7.128375638634337
2831,sample04304,cd4_t_cell,40.110291136160896
2832,sample04304,cd8_t_cell,23.633525261535965
2833,sample04304,monocyte,15.65971940637418
2834,sample04304,nk_cell,13.468088557294623
2835,sample04347,b_cell,10.24248675322574
2836,sample04347,cd4_t_cell,31.46361687497472
2837,sample04347,cd8_t_cell,24.193059094770053
2838,sample04347,monocyte,18.21886502447114
2839,sample04347,nk_cell,15.881972252558347
2840,sample04348,b_cell,17.9494187529609
2841,sample04348,cd4_t_cell,30.805182026894062
2842,sample04348,cd8_t_cell,20.899384133231298
2843,sample04348,monocyte,19.623009365547905
2844,sample04348,nk_cell,10.723005721365839
2845,sample04349,b_cell,13.074084410952956
2846,sample04349,cd4_t_cell,29.228558728977372
2847,sample04349,cd8_t_cell,18.262163922225323
2848,sample04349,monocyte,26.285649311047024
2849,sample04349,nk_cell,13.149543626797325
2850,sample04368,b_cell,9.399880147247668
2851,sample04368,cd4_t_cell,22.81577870996585
2852,sample04368,cd8_t_cell,20.73262372894254
2853,sample04368,monocyte,34.63934784883334
2854,sample04368,nk_cell,12.412369565010605
2855,sample04369,b_cell,9.754050868114524
2856,sample04369,cd4_t_cell,25.901580388004234
2857,sample04369,cd8_t_cell,28.276158318515115
2858,sample04369,monocyte,24.86264010709077
2859,sample04369,nk_cell,11.20557031827536
2860,sample04370,b_cell,13.735669915660825
2861,sample04370,cd4_t_cell,37.18095045704762
2862,sample04370,cd8_t_cell,27.706681480733295
2863,sample04370,monocyte,14.962880662592799
2864,sample04370,nk_cell,6.413817483965456
2865,sample04377,b_cell,15.680708952777076
2866,sample04377,cd4_t_cell,24.233482280864457
2867,sample04377,cd8_t_cell,27.432575480800757
2868,sample04377,monocyte,21.288255627687377
2869,sample04377,nk_cell,11.364977657870332
2870,sample04378,b_cell,7.864438691456813
2871,sample04378,cd4_t_cell,28.394445751941632
2872,sample04378,cd8_t_cell,21.4497528830313
2873,sample04378,monocyte,24.290891974582255
2874,sample04378,nk_cell,18.000470698987996
2875,sample04379,b_cell,11.88272771448626
2876,sample04379,cd4_t_cell,34.258409373144
2877,sample04379,cd8_t_cell,18.310026456454835
2878,sample04379,monocyte,25.02240699746234
2879,sample04379,nk_cell,10.526429458452567
2880,sample04434,b_cell,7.271888609984767
2881,sample04434,cd4_t_cell,39.91976142970543
2882,sample04434,cd8_t_cell,29.48016562613975
2883,sample04434,monocyte,14.256291433352642
2884,sample04434,nk_cell,9.071892900817403
2885,sample04435,b_cell,5.830827842962738
2886,sample04435,cd4_t_cell,37.484668569753936
2887,sample04435,cd8_t_cell,22.055551334512813
2888,sample04435,monocyte,20.774766365284215
2889,sample04435,nk_cell,13.854185887486297
2890,sample04436,b_cell,3.1914893617021276
2891,sample04436,cd4_t_cell,21.503160721278462
2892,sample04436,cd8_t_cell,23.878829693997428
2893,sample04436,monocyte,32.69248699349208
2894,sample04436,nk_cell,18.7340332295299
2895,sample04461,b_cell,17.076884276600317
2896,sample04461,cd4_t_cell,21.883669447116958
2897,sample04461,cd8_t_cell,20.96079658499678
2898,sample04461,monocyte,30.376341575048805
2899,sample04461,nk_cell,9.702308116237145
2900,sample04462,b_cell,7.667467488887376
2901,sample04462,cd4_t_cell,35.54386203810876
2902,sample04462,cd8_t_cell,15.965217729620372
2903,sample04462,monocyte,21.656243009016546
2904,sample04462,nk_cell,19.167209734366946
2905,sample04463,b_cell,8.284899182824814
2906,sample04463,cd4_t_cell,28.294569895072772
2907,sample04463,cd8_t_cell,34.47415502151733
2908,sample04463,monocyte,14.823267733668585
2909,sample04463,nk_cell,14.123108166916493
2910,sample04491,b_cell,9.692293961901173
2911,sample04491,cd4_t_cell,30.996697837232134
2912,sample04491,cd8_t_cell,24.682922959451822
2913,sample04491,monocyte,16.912428230020925
2914,sample04491,nk_cell,17.715657011393947
2915,sample04492,b_cell,15.023532682150629
2916,sample04492,cd4_t_cell,25.103764270582708
2917,sample04492,cd8_t_cell,28.860366362163663
2918,sample04492,monocyte,20.156628931299906
2919,sample04492,nk_cell,10.855707753803092
2920,sample04493,b_cell,12.721071248105103
2921,sample04493,cd4_t_cell,34.53238167424625
2922,sample04493,cd8_t_cell,22.54716186626242
2923,sample04493,monocyte,13.883274381000506
2924,sample04493,nk_cell,16.316110830385718
2925,sample07506,b_cell,8.096171388831186
2926,sample07506,cd4_t_cell,39.58760465683397
2927,sample07506,cd8_t_cell,23.711377451024667
2928,sample07506,monocyte,15.734426792149495
2929,sample07506,nk_cell,12.870419711160686
2930,sample07507,b_cell,12.705426787467808
2931,sample07507,cd4_t_cell,15.671724751264522
2932,sample07507,cd8_t_cell,26.21773849887907
2933,sample07507,monocyte,26.560502473458953
2934,sample07507,nk_cell,18.84460748892965
2935,sample07508,b_cell,17.275476737563583
2936,sample07508,cd4_t_cell,31.63357489345824
2937,sample07508,cd8_t_cell,27.72442506726369
2938,sample07508,monocyte,14.832380840157898
2939,sample07508,nk_cell,8.53414246155659
2940,sample07527,b_cell,14.447699402094058
2941,sample07527,cd4_t_cell,32.34051991017549
2942,sample07527,cd8_t_cell,23.562299581373427
2943,sample07527,monocyte,16.84024729463733
2944,sample07527,nk_cell,12.809233811719697
2945,sample07528,b_cell,6.129623802341605
2946,sample07528,cd4_t_cell,38.80575961110689
2947,sample07528,cd8_t_cell,24.89827363578164
2948,sample07528,monocyte,16.71893141201619
2949,sample07528,nk_cell,13.447411538753675
2950,sample07529,b_cell,8.001419415888856
2951,sample07529,cd4_t_cell,26.97857972385909
2952,sample07529,cd8_t_cell,30.280872295582604
2953,sample07529,monocyte,13.652200094627727
2954,sample07529,nk_cell,21.086928470041723
2955,sample07551,b_cell,7.800427594674118
2956,sample07551,cd4_t_cell,28.684828856290085
2957,sample07551,cd8_t_cell,22.196820558413243
2958,sample07551,monocyte,27.23905082449567
2959,sample07551,nk_cell,14.078872166126882
2960,sample07552,b_cell,11.580887818511581
2961,sample07552,cd4_t_cell,32.439370063132436
2962,sample07552,cd8_t_cell,30.954717093330956
2963,sample07552,monocyte,13.693891911713694
2964,sample07552,nk_cell,11.331133113311331
2965,sample07553,b_cell,6.977433050652214
2966,sample07553,cd4_t_cell,26.641506950006033
2967,sample07553,cd8_t_cell,20.33219602637382
2968,sample07553,monocyte,22.40129016686597
2969,sample07553,nk_cell,23.647573806101963
2970,sample07560,b_cell,9.79365869263854
2971,sample07560,cd4_t_cell,28.890448938968472
2972,sample07560,cd8_t_cell,30.692602992926457
2973,sample07560,monocyte,14.391461984146732
2974,sample07560,nk_cell,16.231827391319804
2975,sample07561,b_cell,9.995377859949157
2976,sample07561,cd4_t_cell,24.475282055591737
2977,sample07561,cd8_t_cell,30.67315166922285
2978,sample07561,monocyte,16.014664789797678
2979,sample07561,nk_cell,18.84152362543858
2980,sample07562,b_cell,9.616669286387928
2981,sample07562,cd4_t_cell,28.375510845646023
2982,sample07562,cd8_t_cell,36.1256287331028
2983,sample07562,monocyte,12.603151524677774
2984,sample07562,nk_cell,13.279039610185476
2985,sample07575,b_cell,5.864950337114081
2986,sample07575,cd4_t_cell,32.884157029315475
2987,sample07575,cd8_t_cell,18.740204216012685
2988,sample07575,monocyte,23.198271304960723
2989,sample07575,nk_cell,19.312417112597032
2990,sample07576,b_cell,13.83732561200316
2991,sample07576,cd4_t_cell,24.79599894709134
2992,sample07576,cd8_t_cell,23.84206370097394
2993,sample07576,monocyte,18.24690708081074
2994,sample07576,nk_cell,19.277704659120822
2995,sample07577,b_cell,6.2913114723915085
2996,sample07577,cd4_t_cell,26.940143243790622
2997,sample07577,cd8_t_cell,27.61125329110894
2998,sample07577,monocyte,17.00605748163423
2999,sample07577,nk_cell,22.151234511074698
3000,sample07587,b_cell,7.0329547361942595
3001,sample07587,cd4_t_cell,32.5546914340066
3002,sample07587,cd8_t_cell,26.558682556556445
3003,sample07587,monocyte,25.642029877468808
3004,sample07587,nk_cell,8.211641395773887
3005,sample07588,b_cell,4.097767166983034
3006,sample07588,cd4_t_cell,33.814406763077045
3007,sample07588,cd8_t_cell,31.535586387741922
3008,sample07588,monocyte,15.07504745504002
3009,sample07588,nk_cell,15.477192227157982
3010,sample07589,b_cell,10.72246512596294
3011,sample07589,cd4_t_cell,29.878201124297313
3012,sample07589,cd8_t_cell,21.965438267749324
3013,sample07589,monocyte,21.687486987299604
3014,sample07589,nk_cell,15.746408494690819
3015,sample07593,b_cell,9.446179699344256
3016,sample07593,cd4_t_cell,21.623102635760862
3017,sample07593,cd8_t_cell,24.3337534476775
3018,sample07593,monocyte,24.040586698814547
3019,sample07593,nk_cell,20.556377518402837
3020,sample07594,b_cell,12.981076387326668
3021,sample07594,cd4_t_cell,34.47282936354392
3022,sample07594,cd8_t_cell,17.027652050283
3023,sample07594,monocyte,23.62437123754848
3024,sample07594,nk_cell,11.894070961297928
3025,sample07595,b_cell,15.31195451598424
3026,sample07595,cd4_t_cell,27.66645055109471
3027,sample07595,cd8_t_cell,16.600668295845594
3028,sample07595,monocyte,23.64271108672884
3029,sample07595,nk_cell,16.778215550346616
3030,sample07614,b_cell,7.799850747678559
3031,sample07614,cd4_t_cell,32.330131020866986
3032,sample07614,cd8_t_cell,27.300894569293696
3033,sample07614,monocyte,18.656540180047422
3034,sample07614,nk_cell,13.912583482113337
3035,sample07615,b_cell,9.886942578196358
3036,sample07615,cd4_t_cell,25.674386506180607
3037,sample07615,cd8_t_cell,16.21876712606816
3038,sample07615,monocyte,20.026589806564232
3039,sample07615,nk_cell,28.19331398299064
3040,sample07616,b_cell,10.777943314605734
3041,sample07616,cd4_t_cell,35.322467735276696
3042,sample07616,cd8_t_cell,26.369119204465903
3043,sample07616,monocyte,14.616503024537344
3044,sample07616,nk_cell,12.913966721114322
3045,sample07647,b_cell,11.737700062412067
3046,sample07647,cd4_t_cell,36.654924735277625
3047,sample07647,cd8_t_cell,21.36079464314049
3048,sample07647,monocyte,15.191520421440131
3049,sample07647,nk_cell,15.055060137729681
3050,sample07648,b_cell,7.139183306085711
3051,sample07648,cd4_t_cell,28.06535755616378
3052,sample07648,cd8_t_cell,25.096897444846526
3053,sample07648,monocyte,30.849207369716563
3054,sample07648,nk_cell,8.849354323187422
3055,sample07649,b_cell,6.8759824691075275
3056,sample07649,cd4_t_cell,19.36726386908046
3057,sample07649,cd8_t_cell,18.906088966156215
3058,sample07649,monocyte,35.52712395506928
3059,sample07649,nk_cell,19.323540740586516
3060,sample07665,b_cell,6.691752152508188
3061,sample07665,cd4_t_cell,26.014444034787136
3062,sample07665,cd8_t_cell,32.044720119716324
3063,sample07665,monocyte,25.296579843414516
3064,sample07665,nk_cell,9.952503849573835
3065,sample07666,b_cell,6.423255581639279
3066,sample07666,cd4_t_cell,26.79386644023775
3067,sample07666,cd8_t_cell,33.29304230557914
3068,sample07666,monocyte,23.833974326956696
3069,sample07666,nk_cell,9.655861345587134
3070,sample07667,b_cell,15.822417990031298
3071,sample07667,cd4_t_cell,27.173186150814526
3072,sample07667,cd8_t_cell,23.1152642419595
3073,sample07667,monocyte,20.631113409599557
3074,sample07667,nk_cell,13.258018207595118
3075,sample07725,b_cell,7.864028411973617
3076,sample07725,cd4_t_cell,48.267376966007106
3077,sample07725,cd8_t_cell,11.647217994249958
3078,sample07725,monocyte,20.579232200236767
3079,sample07725,nk_cell,11.642144427532555
3080,sample07726,b_cell,7.055002913061304
3081,sample07726,cd4_t_cell,27.87799667695229
3082,sample07726,cd8_t_cell,25.670543555661048
3083,sample07726,monocyte,24.525818354444038
3084,sample07726,nk_cell,14.87063849988132
3085,sample07727,b_cell,11.24628022968272
3086,sample07727,cd4_t_cell,29.08965170375959
3087,sample07727,cd8_t_cell,23.099249759000795
3088,sample07727,monocyte,20.779370468167148
3089,sample07727,nk_cell,15.785447839389748
3090,sample07761,b_cell,8.12319075337813
3091,sample07761,cd4_t_cell,31.27005193909436
3092,sample07761,cd8_t_cell,21.442381046933296
3093,sample07761,monocyte,21.98162798231772
3094,sample07761,nk_cell,17.1827482782765
3095,sample07762,b_cell,4.414187224176852
3096,sample07762,cd4_t_cell,27.209127331150476
3097,sample07762,cd8_t_cell,28.822883406886174
3098,sample07762,monocyte,24.444286266295173
3099,sample07762,nk_cell,15.109515771491326
3100,sample07763,b_cell,9.5941592866736
3101,sample07763,cd4_t_cell,36.83163517757425
3102,sample07763,cd8_t_cell,25.262296902927424
3103,sample07763,monocyte,15.078411374445869
3104,sample07763,nk_cell,13.23349725837886
3105,sample07800,b_cell,14.490662058619675
3106,sample07800,cd4_t_cell,34.16727590364878
3107,sample07800,cd8_t_cell,18.767980403140815
3108,sample07800,monocyte,13.851675322579114
3109,sample07800,nk_cell,18.72240631201162
3110,sample07801,b_cell,14.45281897506551
3111,sample07801,cd4_t_cell,24.69676094767269
3112,sample07801,cd8_t_cell,24.32215828763361
3113,sample07801,monocyte,21.882738561561805
3114,sample07801,nk_cell,14.645523228066384
3115,sample07802,b_cell,8.593274737261648
3116,sample07802,cd4_t_cell,25.03723437729437
3117,sample07802,cd8_t_cell,28.443917685804788
3118,sample07802,monocyte,21.979820016362147
3119,sample07802,nk_cell,15.945753183277045
3120,sample07821,b_cell,8.652526378999744
3121,sample07821,cd4_t_cell,26.06266620914472
3122,sample07821,cd8_t_cell,27.592862657630608
3123,sample07821,monocyte,23.440850990820966
3124,sample07821,nk_cell,14.251093763403963
3125,sample07822,b_cell,12.595269968763944
3126,sample07822,cd4_t_cell,35.731369924141006
3127,sample07822,cd8_t_cell,16.53012048192771
3128,sample07822,monocyte,20.336456938866576
3129,sample07822,nk_cell,14.806782686300759
3130,sample07823,b_cell,9.150691038787338
3131,sample07823,cd4_t_cell,28.385532768613466
3132,sample07823,cd8_t_cell,26.049561599048893
3133,sample07823,monocyte,20.414437509288156
3134,sample07823,nk_cell,15.99977708426215
3135,sample07824,b_cell,11.326510248881034
3136,sample07824,cd4_t_cell,25.483935342247058
3137,sample07824,cd8_t_cell,21.704630764698617
3138,sample07824,monocyte,27.649646967148463
3139,sample07824,nk_cell,13.835276677024831
3140,sample07825,b_cell,8.474639022584228
3141,sample07825,cd4_t_cell,21.21714179933358
3142,sample07825,cd8_t_cell,33.45890410958904
3143,sample07825,monocyte,13.00999629766753
3144,sample07825,nk_cell,23.83931877082562
3145,sample07826,b_cell,7.0176173617948345
3146,sample07826,cd4_t_cell,34.63351278882209
3147,sample07826,cd8_t_cell,27.203217629930663
3148,sample07826,monocyte,16.586714707669103
3149,sample07826,nk_cell,14.558937511783313
3150,sample07827,b_cell,6.5624385999382495
3151,sample07827,cd4_t_cell,25.598562887697533
3152,sample07827,cd8_t_cell,31.78207539225868
3153,sample07827,monocyte,13.651631253450098
3154,sample07827,nk_cell,22.40529186665544
3155,sample07828,b_cell,14.970489038785836
3156,sample07828,cd4_t_cell,31.909780775716694
3157,sample07828,cd8_t_cell,12.643338954468803
3158,sample07828,monocyte,28.025927487352444
3159,sample07828,nk_cell,12.450463743676222
3160,sample07829,b_cell,13.702251207938811
3161,sample07829,cd4_t_cell,25.030875566052043
3162,sample07829,cd8_t_cell,22.499079149784414
3163,sample07829,monocyte,18.083331527744676
3164,sample07829,nk_cell,20.684462548480056
3165,sample07836,b_cell,9.467221587997878
