,sample,total_count,population,count,percentage
31862,sample06372,105220,cd8_t_cell,23114,21.96730659570424
31863,sample06372,105220,monocyte,26581,25.262307546093897
31864,sample06372,105220,nk_cell,8874,8.433757840714692
31865,sample06373,98803,b_cell,10207,10.33065797597239
31866,sample06373,98803,cd4_t_cell,39065,39.53827312935842
31867,sample06373,98803,cd8_t_cell,25475,25.783630051719076
31868,sample06373,98803,monocyte,14007,14.176695039624303
31869,sample06373,98803,nk_cell,10049,10.17074380332581
31870,sample06374,100003,b_cell,9593,9.59271221863344
31871,sample06374,100003,cd4_t_cell,38397,38.39584812455627
31872,sample06374,100003,cd8_t_cell,23660,23.65929022129336
31873,sample06374,100003,monocyte,18587,18.586442406727798
31874,sample06374,100003,nk_cell,9766,9.765707028789137
31875,sample06375,98991,b_cell,8096,8.178521279712298
31876,sample06375,98991,cd4_t_cell,30636,30.948268024365852
31877,sample06375,98991,cd8_t_cell,19915,20.117990524391107
31878,sample06375,98991,monocyte,27606,27.887383701548625
31879,sample06375,98991,nk_cell,12738,12.86783646998212
31880,sample06376,100521,b_cell,5215,5.187970672794739
31881,sample06376,100521,cd4_t_cell,23051,22.931526745655137
31882,sample06376,100521,cd8_t_cell,25492,25.35987505098437
31883,sample06376,100521,monocyte,29450,29.297360750489947
31884,sample06376,100521,nk_cell,17313,17.223266780075804
31885,sample06377,107973,b_cell,13719,12.705954266344364
31886,sample06377,107973,cd4_t_cell,32502,30.101969936928676
31887,sample06377,107973,cd8_t_cell,27254,25.241495559074956
31888,sample06377,107973,monocyte,23438,21.70727867151973
31889,sample06377,107973,nk_cell,11060,10.243301566132274
31890,sample06378,112168,b_cell,11340,10.109835247129306
31891,sample06378,112168,cd4_t_cell,35406,31.565152271592613
31892,sample06378,112168,cd8_t_cell,36485,32.5271022038371
31893,sample06378,112168,monocyte,18137,16.169495756365453
31894,sample06378,112168,nk_cell,10800,9.628414521075529
31895,sample06379,109980,b_cell,8839,8.03691580287325
31896,sample06379,109980,cd4_t_cell,37580,34.16984906346608
31897,sample06379,109980,cd8_t_cell,29233,26.580287324968175
31898,sample06379,109980,monocyte,16187,14.718130569194399
31899,sample06379,109980,nk_cell,18141,16.49481723949809
31900,sample06380,112107,b_cell,13616,12.145539529199782
31901,sample06380,112107,cd4_t_cell,41784,37.271535229735875
31902,sample06380,112107,cd8_t_cell,17684,15.774215704639317
31903,sample06380,112107,monocyte,17043,15.202440525569322
31904,sample06380,112107,nk_cell,21980,19.6062690108557
31905,sample06381,98256,b_cell,10678,10.867529718286924
31906,sample06381,98256,cd4_t_cell,28391,28.894927536231883
31907,sample06381,98256,cd8_t_cell,17830,18.146474515551212
31908,sample06381,98256,monocyte,22474,22.87290343592249
31909,sample06381,98256,nk_cell,18883,19.21816479400749
31910,sample06382,102120,b_cell,10184,9.972581276929104
31911,sample06382,102120,cd4_t_cell,30350,29.71993732863298
31912,sample06382,102120,cd8_t_cell,24164,23.662358010184096
31913,sample06382,102120,monocyte,23101,22.621425773599686
31914,sample06382,102120,nk_cell,14321,14.023697610654132
31915,sample06383,104369,b_cell,8445,8.091483103220305
31916,sample06383,104369,cd4_t_cell,34000,32.57672297329667
31917,sample06383,104369,cd8_t_cell,25661,24.586802594640172
31918,sample06383,104369,monocyte,20974,20.096005518880126
31919,sample06383,104369,nk_cell,15289,14.648985809962728
31920,sample06384,98020,b_cell,10249,10.456029381758825
31921,sample06384,98020,cd4_t_cell,30571,31.188532952458683
31922,sample06384,98020,cd8_t_cell,19130,19.51642521934299
31923,sample06384,98020,monocyte,25433,25.94674556213018
31924,sample06384,98020,nk_cell,12637,12.892266884309324
31925,sample06385,95070,b_cell,5667,5.960870937204166
31926,sample06385,95070,cd4_t_cell,28622,30.106237509203744
31927,sample06385,95070,cd8_t_cell,26421,27.791101293783527
31928,sample06385,95070,monocyte,17630,18.544230566950667
31929,sample06385,95070,nk_cell,16730,17.597559692857896
31930,sample06386,93230,b_cell,9151,9.815510028960635
31931,sample06386,93230,cd4_t_cell,27535,29.534484607958813
31932,sample06386,93230,cd8_t_cell,21098,22.630054703421646
31933,sample06386,93230,monocyte,22949,24.615467124316208
31934,sample06386,93230,nk_cell,12497,13.4044835353427
31935,sample06387,98664,b_cell,10376,10.516500445957998
31936,sample06387,98664,cd4_t_cell,35383,35.86211789507824
31937,sample06387,98664,cd8_t_cell,23941,24.265182842779534
31938,sample06387,98664,monocyte,17850,18.091705181221116
31939,sample06387,98664,nk_cell,11114,11.264493634963108
31940,sample06388,95533,b_cell,12064,12.628097097338092
31941,sample06388,95533,cd4_t_cell,29906,31.30436603058629
31942,sample06388,95533,cd8_t_cell,27124,28.39228329477772
31943,sample06388,95533,monocyte,16305,17.067400793443102
31944,sample06388,95533,nk_cell,10134,10.607852783854794
31945,sample06389,99382,b_cell,12442,12.519369704775512
31946,sample06389,99382,cd4_t_cell,28651,28.82916423497213
31947,sample06389,99382,cd8_t_cell,28971,29.15115413253909
31948,sample06389,99382,monocyte,16446,16.54826829808215
31949,sample06389,99382,nk_cell,12872,12.95204362963112
31950,sample06390,102191,b_cell,5611,5.490698789521582
31951,sample06390,102191,cd4_t_cell,32266,31.574209079077413
31952,sample06390,102191,cd8_t_cell,33318,32.60365394212798
31953,sample06390,102191,monocyte,19151,18.74039788239669
31954,sample06390,102191,nk_cell,11845,11.591040306876339
31955,sample06391,102620,b_cell,8681,8.459364646267783
31956,sample06391,102620,cd4_t_cell,33508,32.65250438511011
31957,sample06391,102620,cd8_t_cell,20213,19.696940167608652
31958,sample06391,102620,monocyte,18103,17.640810758136816
31959,sample06391,102620,nk_cell,22115,21.550380042876633
31960,sample06392,98307,b_cell,15291,15.554334889682321
31961,sample06392,98307,cd4_t_cell,24552,24.97482376636455
31962,sample06392,98307,cd8_t_cell,24224,24.6411750943473
31963,sample06392,98307,monocyte,16957,17.249026010355315
31964,sample06392,98307,nk_cell,17283,17.58064023925051
31965,sample06393,93266,b_cell,7737,8.295627559882487
31966,sample06393,93266,cd4_t_cell,34473,36.96202260202003
31967,sample06393,93266,cd8_t_cell,15605,16.73171359337808
31968,sample06393,93266,monocyte,23431,25.122767139150387
31969,sample06393,93266,nk_cell,12020,12.887869105569017
31970,sample06394,106511,b_cell,12350,11.59504652101661
31971,sample06394,106511,cd4_t_cell,37734,35.427326754983056
31972,sample06394,106511,cd8_t_cell,18324,17.203856878632255
31973,sample06394,106511,monocyte,20235,18.99803776135798
31974,sample06394,106511,nk_cell,17868,16.7757320840101
31975,sample06395,96259,b_cell,9682,10.058280264702521
31976,sample06395,96259,cd4_t_cell,23117,24.01541674025286
31977,sample06395,96259,cd8_t_cell,21749,22.594250927186028
31978,sample06395,96259,monocyte,22663,23.543772530360798
31979,sample06395,96259,nk_cell,19048,19.788279537497793
31980,sample06396,91997,b_cell,6485,7.049142906833919
31981,sample06396,91997,cd4_t_cell,31050,33.75110057936672
31982,sample06396,91997,cd8_t_cell,20697,22.497472743676425
31983,sample06396,91997,monocyte,16227,17.638618650608173
31984,sample06396,91997,nk_cell,17538,19.063665119514766
31985,sample06397,107159,b_cell,5651,5.27347213019905
31986,sample06397,107159,cd4_t_cell,38723,36.13602217265932
31987,sample06397,107159,cd8_t_cell,24257,22.636456107279837
31988,sample06397,107159,monocyte,18098,16.888922069074926
31989,sample06397,107159,nk_cell,20430,19.065127520786866
31990,sample06398,108750,b_cell,11373,10.457931034482758
31991,sample06398,108750,cd4_t_cell,42855,39.40689655172414
31992,sample06398,108750,cd8_t_cell,28040,25.78390804597701
31993,sample06398,108750,monocyte,12853,11.818850574712643
31994,sample06398,108750,nk_cell,13629,12.532413793103448
31995,sample06399,109179,b_cell,19713,18.055670046437502
31996,sample06399,109179,cd4_t_cell,34018,31.158006576356257
31997,sample06399,109179,cd8_t_cell,18698,17.12600408503467
31998,sample06399,109179,monocyte,26208,24.00461627236007
31999,sample06399,109179,nk_cell,10542,9.655703019811503
32000,sample06400,104597,b_cell,9889,9.454382056846754
32001,sample06400,104597,cd4_t_cell,36241,34.64822126829641
32002,sample06400,104597,cd8_t_cell,23419,22.389743491687142
32003,sample06400,104597,monocyte,17507,16.73757373538438
32004,sample06400,104597,nk_cell,17541,16.77007944778531
32005,sample06401,101811,b_cell,11195,10.995864886898273
32006,sample06401,101811,cd4_t_cell,32923,32.33737022522124
32007,sample06401,101811,cd8_t_cell,28523,28.015636817239788
32008,sample06401,101811,monocyte,21307,20.9279940281502
32009,sample06401,101811,nk_cell,7863,7.723134042490497
32010,sample06402,100132,b_cell,8308,8.297047896776256
32011,sample06402,100132,cd4_t_cell,34861,34.81504414173291
32012,sample06402,100132,cd8_t_cell,25508,25.474373826548955
32013,sample06402,100132,monocyte,17623,17.599768305836296
32014,sample06402,100132,nk_cell,13832,13.81376582910558
32015,sample06403,100095,b_cell,19237,19.21874219491483
32016,sample06403,100095,cd4_t_cell,21517,21.49657825066187
32017,sample06403,100095,cd8_t_cell,23644,23.621559518457467
32018,sample06403,100095,monocyte,19105,19.086867475897897
32019,sample06403,100095,nk_cell,16592,16.576252560067935
32020,sample06404,104280,b_cell,10672,10.233985423858842
32021,sample06404,104280,cd4_t_cell,31060,29.785193709244343
32022,sample06404,104280,cd8_t_cell,24195,23.201956271576524
32023,sample06404,104280,monocyte,27391,26.266781741465287
32024,sample06404,104280,nk_cell,10962,10.512082853855006
32025,sample06405,107346,b_cell,7700,7.173066532521007
32026,sample06405,107346,cd4_t_cell,35375,32.95418553090008
32027,sample06405,107346,cd8_t_cell,20548,19.141840403927485
32028,sample06405,107346,monocyte,26174,24.38283680807855
32029,sample06405,107346,nk_cell,17549,16.348070724572878
32030,sample06406,101800,b_cell,8651,8.49803536345776
32031,sample06406,101800,cd4_t_cell,33682,33.086444007858546
32032,sample06406,101800,cd8_t_cell,23510,23.094302554027504
32033,sample06406,101800,monocyte,19558,19.212180746561884
32034,sample06406,101800,nk_cell,16399,16.109037328094303
32035,sample06407,104014,b_cell,8473,8.146018805160844
32036,sample06407,104014,cd4_t_cell,35824,34.441517488030456
32037,sample06407,104014,cd8_t_cell,24815,23.857365354663795
32038,sample06407,104014,monocyte,22879,21.99607745111235
32039,sample06407,104014,nk_cell,12023,11.559020901032554
32040,sample06408,101054,b_cell,11837,11.713539295822036
32041,sample06408,101054,cd4_t_cell,25968,25.697152017733092
32042,sample06408,101054,cd8_t_cell,27679,27.39030617293724
32043,sample06408,101054,monocyte,16698,16.523838739683733
32044,sample06408,101054,nk_cell,18872,18.675163773823897
32045,sample06409,92678,b_cell,11856,12.79268003193854
32046,sample06409,92678,cd4_t_cell,25147,27.133731845745483
32047,sample06409,92678,cd8_t_cell,27220,29.370508642827854
32048,sample06409,92678,monocyte,18078,19.506247437363776
32049,sample06409,92678,nk_cell,10377,11.196832042124344
32050,sample06410,95569,b_cell,11903,12.454875534953803
32051,sample06410,95569,cd4_t_cell,39742,41.58461425776141
32052,sample06410,95569,cd8_t_cell,18958,19.83697642540991
32053,sample06410,95569,monocyte,11308,11.832288712867143
32054,sample06410,95569,nk_cell,13658,14.291245069007733
32055,sample06411,103626,b_cell,10935,10.552371026576342
32056,sample06411,103626,cd4_t_cell,30115,29.06123945727906
32057,sample06411,103626,cd8_t_cell,25642,24.744755177272115
32058,sample06411,103626,monocyte,20861,20.131048192538554
32059,sample06411,103626,nk_cell,16073,15.510586146333932
32060,sample06412,101844,b_cell,9115,8.949962688032677
32061,sample06412,101844,cd4_t_cell,34874,34.24256706335179
32062,sample06412,101844,cd8_t_cell,28331,27.81803542673108
32063,sample06412,101844,monocyte,15234,14.958171320843643
32064,sample06412,101844,nk_cell,14290,14.031263501040808
32065,sample06413,90505,b_cell,7035,7.773051212640186
32066,sample06413,90505,cd4_t_cell,25641,28.331031434727365
32067,sample06413,90505,cd8_t_cell,22380,24.727915584774323
32068,sample06413,90505,monocyte,18839,20.815424562178887
32069,sample06413,90505,nk_cell,16610,18.352577205679243
32070,sample06414,110899,b_cell,9615,8.670051127602594
32071,sample06414,110899,cd4_t_cell,26430,23.83249623531321
32072,sample06414,110899,cd8_t_cell,30308,27.329371770710285
32073,sample06414,110899,monocyte,28206,25.433953417073194
32074,sample06414,110899,nk_cell,16340,14.734127449300715
32075,sample06415,97046,b_cell,7141,7.358366135647013
32076,sample06415,97046,cd4_t_cell,29896,30.80600952125796
32077,sample06415,97046,cd8_t_cell,31878,32.84833996249201
32078,sample06415,97046,monocyte,15396,15.864641510211651
32079,sample06415,97046,nk_cell,12735,13.122642870391362
32080,sample06416,101843,b_cell,6807,6.6838172481172
32081,sample06416,101843,cd4_t_cell,34074,33.45738047779425
32082,sample06416,101843,cd8_t_cell,28346,27.833037125772023
32083,sample06416,101843,monocyte,17353,17.03897175063578
32084,sample06416,101843,nk_cell,15263,14.986793397680744
32085,sample06417,104349,b_cell,10021,9.603350295642507
32086,sample06417,104349,cd4_t_cell,27312,26.17370554581261
32087,sample06417,104349,cd8_t_cell,27521,26.373994959223374
32088,sample06417,104349,monocyte,29758,28.51776250850511
32089,sample06417,104349,nk_cell,9737,9.331186690816395
32090,sample06418,106293,b_cell,8863,8.33827251088971
32091,sample06418,106293,cd4_t_cell,31046,29.207944079102106
32092,sample06418,106293,cd8_t_cell,21964,20.66363730443209
32093,sample06418,106293,monocyte,36710,34.53661106563932
32094,sample06418,106293,nk_cell,7710,7.253535039936779
32095,sample06419,100620,b_cell,9232,9.175114291393362
32096,sample06419,100620,cd4_t_cell,25445,25.288213078910754
32097,sample06419,100620,cd8_t_cell,31655,31.459948320413435
32098,sample06419,100620,monocyte,25135,24.98012323593719
32099,sample06419,100620,nk_cell,9153,9.09660107334526
32100,sample06420,108748,b_cell,15200,13.97726854746754
32101,sample06420,108748,cd4_t_cell,34771,31.973921359473277
32102,sample06420,108748,cd8_t_cell,19042,17.510207084268217
32103,sample06420,108748,monocyte,27470,25.260234670982456
32104,sample06420,108748,nk_cell,12265,11.278368337808512
32105,sample06421,100300,b_cell,9594,9.56530408773679
32106,sample06421,100300,cd4_t_cell,41732,41.60717846460618
32107,sample06421,100300,cd8_t_cell,26447,26.3678963110668
32108,sample06421,100300,monocyte,15214,15.168494516450648
32109,sample06421,100300,nk_cell,7313,7.291126620139582
32110,sample06422,89902,b_cell,12120,13.481346354919802
32111,sample06422,89902,cd4_t_cell,24207,26.925986073724722
32112,sample06422,89902,cd8_t_cell,20127,22.38771106315766
32113,sample06422,89902,monocyte,17900,19.910569286556473
32114,sample06422,89902,nk_cell,15548,17.294387221641344
32115,sample06423,100554,b_cell,10044,9.98866280804344
32116,sample06423,100554,cd4_t_cell,32356,32.17773534618215
32117,sample06423,100554,cd8_t_cell,22961,22.834496887244665
32118,sample06423,100554,monocyte,21086,20.96982715754719
32119,sample06423,100554,nk_cell,14107,14.029277800982557
32120,sample06424,90736,b_cell,5055,5.5711073884676425
32121,sample06424,90736,cd4_t_cell,33854,37.310439076000705
32122,sample06424,90736,cd8_t_cell,25062,27.620789984129782
32123,sample06424,90736,monocyte,17444,19.22500440839358
32124,sample06424,90736,nk_cell,9321,10.272659143008287
32125,sample06425,94600,b_cell,5405,5.7135306553911205
32126,sample06425,94600,cd4_t_cell,32412,34.26215644820296
32127,sample06425,94600,cd8_t_cell,30592,32.33826638477801
32128,sample06425,94600,monocyte,12732,13.458773784355179
32129,sample06425,94600,nk_cell,13459,14.227272727272727
32130,sample06426,90046,b_cell,6767,7.51504786442485
32131,sample06426,90046,cd4_t_cell,28231,31.351753548186483
32132,sample06426,90046,cd8_t_cell,22246,24.70515070075295
32133,sample06426,90046,monocyte,21640,24.03216133975968
32134,sample06426,90046,nk_cell,11162,12.39588654687604
32135,sample06427,104842,b_cell,11026,10.516777627286775
32136,sample06427,104842,cd4_t_cell,28172,26.87091051296236
32137,sample06427,104842,cd8_t_cell,26036,24.833559069838422
32138,sample06427,104842,monocyte,22426,21.390282520363975
32139,sample06427,104842,nk_cell,17182,16.388470269548463
32140,sample06428,104649,b_cell,13224,12.63652782157498
32141,sample06428,104649,cd4_t_cell,29650,28.332807766916073
32142,sample06428,104649,cd8_t_cell,24524,23.434528758038777
32143,sample06428,104649,monocyte,25247,24.12540970291164
32144,sample06428,104649,nk_cell,12004,11.470725950558533
32145,sample06429,98365,b_cell,5648,5.7418797336450975
32146,sample06429,98365,cd4_t_cell,27452,27.908300716718344
32147,sample06429,98365,cd8_t_cell,23669,24.06242057642454
32148,sample06429,98365,monocyte,23678,24.07157017231739
32149,sample06429,98365,nk_cell,17918,18.215828800894627
32150,sample06430,102374,b_cell,16232,15.85558833297517
32151,sample06430,102374,cd4_t_cell,29527,28.84228417371598
32152,sample06430,102374,cd8_t_cell,18302,17.877586105847186
32153,sample06430,102374,monocyte,25031,24.45054408345869
32154,sample06430,102374,nk_cell,13282,12.97399730400297
32155,sample06431,97104,b_cell,10795,11.116946778711485
32156,sample06431,97104,cd4_t_cell,28314,29.158428077113197
32157,sample06431,97104,cd8_t_cell,30400,31.306640303180096
32158,sample06431,97104,monocyte,15290,15.746004284066569
32159,sample06431,97104,nk_cell,12305,12.671980556928654
32160,sample06432,93382,b_cell,9466,10.136857210168984
32161,sample06432,93382,cd4_t_cell,17526,18.768070934441326
32162,sample06432,93382,cd8_t_cell,20234,21.667987406566574
32163,sample06432,93382,monocyte,25084,26.8617078237776
32164,sample06432,93382,nk_cell,21072,22.565376625045513
32165,sample06433,101992,b_cell,10770,10.559651737391167
32166,sample06433,101992,cd4_t_cell,29319,28.74637226449133
32167,sample06433,101992,cd8_t_cell,20602,20.199623499882343
32168,sample06433,101992,monocyte,33947,33.28398305749471
32169,sample06433,101992,nk_cell,7354,7.21036944074045
32170,sample06434,119860,b_cell,4824,4.024695478057734
32171,sample06434,119860,cd4_t_cell,52559,43.850325379609544
32172,sample06434,119860,cd8_t_cell,23540,19.639579509427666
32173,sample06434,119860,monocyte,17061,14.23410645753379
32174,sample06434,119860,nk_cell,21876,18.251293175371266
32175,sample06435,91394,b_cell,6764,7.400923474188677
32176,sample06435,91394,cd4_t_cell,31362,34.315162920979496
32177,sample06435,91394,cd8_t_cell,27107,29.659496247018403
32178,sample06435,91394,monocyte,16846,18.432282206709413
32179,sample06435,91394,nk_cell,9315,10.192135151104011
32180,sample06436,94003,b_cell,4459,4.743465634075508
32181,sample06436,94003,cd4_t_cell,36298,38.6136612661298
32182,sample06436,94003,cd8_t_cell,19894,21.163154367413807
32183,sample06436,94003,monocyte,23843,25.364084124974735
32184,sample06436,94003,nk_cell,9509,10.115634607406147
32185,sample06437,92507,b_cell,5597,6.050352946263526
32186,sample06437,92507,cd4_t_cell,31142,33.66447944479877
32187,sample06437,92507,cd8_t_cell,28281,30.571740516933854
32188,sample06437,92507,monocyte,14447,15.617196536478321
32189,sample06437,92507,nk_cell,13040,14.096230555525528
32190,sample06438,93952,b_cell,14867,15.82403780653951
32191,sample06438,93952,cd4_t_cell,29452,31.34792234332425
32192,sample06438,93952,cd8_t_cell,23152,24.642370572207085
32193,sample06438,93952,monocyte,13384,14.245572207084468
32194,sample06438,93952,nk_cell,13097,13.940097070844686
32195,sample06439,96508,b_cell,5696,5.90210138019646
32196,sample06439,96508,cd4_t_cell,28039,29.05354996476976
32197,sample06439,96508,cd8_t_cell,29940,31.023334853069176
32198,sample06439,96508,monocyte,21179,21.945330957019106
32199,sample06439,96508,nk_cell,11654,12.075682844945497
32200,sample06440,97993,b_cell,9040,9.225148735113732
32201,sample06440,97993,cd4_t_cell,34632,35.341299888767566
32202,sample06440,97993,cd8_t_cell,24525,25.027297868215076
32203,sample06440,97993,monocyte,16617,16.9573336871001
32204,sample06440,97993,nk_cell,13179,13.448919820803527
32205,sample06441,110068,b_cell,12257,11.135843296871025
32206,sample06441,110068,cd4_t_cell,31887,28.97027292219355
32207,sample06441,110068,cd8_t_cell,22909,20.813497110876913
32208,sample06441,110068,monocyte,27152,24.668386815423194
32209,sample06441,110068,nk_cell,15863,14.411999854635317
32210,sample06442,94947,b_cell,3223,3.394525366783574
32211,sample06442,94947,cd4_t_cell,22751,23.961789208716443
32212,sample06442,94947,cd8_t_cell,27588,29.056210306802743
32213,sample06442,94947,monocyte,16856,17.753062234720424
32214,sample06442,94947,nk_cell,24529,25.834412882976817
32215,sample06443,99817,b_cell,12214,12.236392598455174
32216,sample06443,99817,cd4_t_cell,29373,29.426851137581775
32217,sample06443,99817,cd8_t_cell,20873,20.91126761974413
32218,sample06443,99817,monocyte,23557,23.600188344670748
32219,sample06443,99817,nk_cell,13800,13.825300299548173
32220,sample06444,91745,b_cell,10451,11.391356477192218
32221,sample06444,91745,cd4_t_cell,33362,36.3638345413919
32222,sample06444,91745,cd8_t_cell,19160,20.88397187857649
32223,sample06444,91745,monocyte,13886,15.135429723690665
32224,sample06444,91745,nk_cell,14886,16.225407379148727
32225,sample06445,94623,b_cell,9698,10.249093772127283
32226,sample06445,94623,cd4_t_cell,24840,26.251545607304777
32227,sample06445,94623,cd8_t_cell,23924,25.283493442397727
32228,sample06445,94623,monocyte,23700,25.046764528708664
32229,sample06445,94623,nk_cell,12461,13.169102649461548
32230,sample06446,107013,b_cell,9190,8.587741676244942
32231,sample06446,107013,cd4_t_cell,46101,43.07981273303243
32232,sample06446,107013,cd8_t_cell,23276,21.750628428321793
32233,sample06446,107013,monocyte,15350,14.344051657275285
32234,sample06446,107013,nk_cell,13096,12.237765505125546
32235,sample06447,108138,b_cell,12403,11.469603654589505
32236,sample06447,108138,cd4_t_cell,24902,23.027982762766094
32237,sample06447,108138,cd8_t_cell,34705,32.093251216038766
32238,sample06447,108138,monocyte,22787,21.072148550925668
32239,sample06447,108138,nk_cell,13341,12.337013815679965
32240,sample06448,92429,b_cell,8187,8.857609624684894
32241,sample06448,92429,cd4_t_cell,26446,28.612232091659543
32242,sample06448,92429,cd8_t_cell,26124,28.26385658180874
32243,sample06448,92429,monocyte,18066,19.545813543368425
32244,sample06448,92429,nk_cell,13606,14.7204881584784
32245,sample06449,99940,b_cell,3576,3.5781468881328795
32246,sample06449,99940,cd4_t_cell,27532,27.548529117470483
32247,sample06449,99940,cd8_t_cell,25477,25.492295377226334
32248,sample06449,99940,monocyte,19162,19.173504102461475
32249,sample06449,99940,nk_cell,24193,24.207524514708826
32250,sample06450,100416,b_cell,10474,10.430608667941364
32251,sample06450,100416,cd4_t_cell,22348,22.255417463352455
32252,sample06450,100416,cd8_t_cell,26595,26.484823135755256
32253,sample06450,100416,monocyte,22680,22.58604206500956
32254,sample06450,100416,nk_cell,18319,18.243108667941364
32255,sample06451,104580,b_cell,7608,7.274813539873781
32256,sample06451,104580,cd4_t_cell,36283,34.69401415184548
32257,sample06451,104580,cd8_t_cell,29509,28.21667622872442
32258,sample06451,104580,monocyte,15222,14.555364314400459
32259,sample06451,104580,nk_cell,15958,15.259131765155862
32260,sample06452,96353,b_cell,10314,10.704389069359543
32261,sample06452,96353,cd4_t_cell,31447,32.637281662221206
32262,sample06452,96353,cd8_t_cell,23162,24.038691063070168
32263,sample06452,96353,monocyte,17354,18.01085591522838
32264,sample06452,96353,nk_cell,14076,14.608782290120702
32265,sample06453,104984,b_cell,13426,12.788615408062181
32266,sample06453,104984,cd4_t_cell,29469,28.069991617770327
32267,sample06453,104984,cd8_t_cell,25000,23.813152480377962
32268,sample06453,104984,monocyte,21868,20.82984073763621
32269,sample06453,104984,nk_cell,15221,14.498399756153319
32270,sample06454,99383,b_cell,8420,8.472273930149019
32271,sample06454,99383,cd4_t_cell,40392,40.64276586538945
32272,sample06454,99383,cd8_t_cell,16338,16.439431291065876
32273,sample06454,99383,monocyte,16979,17.084410814726866
32274,sample06454,99383,nk_cell,17254,17.361118098668786
32275,sample06455,104136,b_cell,8354,8.022201736191136
32276,sample06455,104136,cd4_t_cell,34021,32.66977798263809
32277,sample06455,104136,cd8_t_cell,35425,34.01801490358761
32278,sample06455,104136,monocyte,12121,11.639586694322809
32279,sample06455,104136,nk_cell,14215,13.650418683260352
32280,sample06456,108985,b_cell,9150,8.39565077762995
32281,sample06456,108985,cd4_t_cell,30600,28.077258338303437
32282,sample06456,108985,cd8_t_cell,28529,26.176996834426756
32283,sample06456,108985,monocyte,18657,17.118869569206772
32284,sample06456,108985,nk_cell,22049,20.231224480433088
32285,sample06457,110482,b_cell,12937,11.70959975380605
32286,sample06457,110482,cd4_t_cell,35029,31.705617204612516
32287,sample06457,110482,cd8_t_cell,23647,21.403486540793974
32288,sample06457,110482,monocyte,25791,23.344074147824983
32289,sample06457,110482,nk_cell,13078,11.837222352962474
32290,sample06458,99857,b_cell,12018,12.035210350801647
32291,sample06458,99857,cd4_t_cell,30327,30.370429714491724
32292,sample06458,99857,cd8_t_cell,28472,28.51277326577005
32293,sample06458,99857,monocyte,16078,16.101024464984928
32294,sample06458,99857,nk_cell,12962,12.980562203951651
32295,sample06459,88650,b_cell,10200,11.505922165820643
32296,sample06459,88650,cd4_t_cell,23950,27.016356457980823
32297,sample06459,88650,cd8_t_cell,29320,33.07388606880993
32298,sample06459,88650,monocyte,14742,16.629441624365484
32299,sample06459,88650,nk_cell,10438,11.774393683023124
32300,sample06460,100241,b_cell,10878,10.851847048612843
32301,sample06460,100241,cd4_t_cell,33602,33.52121387456231
32302,sample06460,100241,cd8_t_cell,28461,28.392573896908452
32303,sample06460,100241,monocyte,14192,14.157879510379985
32304,sample06460,100241,nk_cell,13108,13.076485669536417
32305,sample06461,91178,b_cell,10366,11.368970585009542
32306,sample06461,91178,cd4_t_cell,23668,25.958016188115554
32307,sample06461,91178,cd8_t_cell,24315,26.66761718835684
32308,sample06461,91178,monocyte,22384,24.549781745596526
32309,sample06461,91178,nk_cell,10445,11.455614292921538
32310,sample06462,96950,b_cell,9935,10.247550283651366
32311,sample06462,96950,cd4_t_cell,33661,34.71995874161939
32312,sample06462,96950,cd8_t_cell,25452,26.252707581227437
32313,sample06462,96950,monocyte,19546,20.160907684373388
32314,sample06462,96950,nk_cell,8356,8.618875709128417
32315,sample06463,109192,b_cell,8050,7.372334969594842
32316,sample06463,109192,cd4_t_cell,31962,29.27137519232178
32317,sample06463,109192,cd8_t_cell,25087,22.975126382885193
32318,sample06463,109192,monocyte,24839,22.748003516741154
32319,sample06463,109192,nk_cell,19254,17.63315993845703
32320,sample06464,105043,b_cell,14977,14.257970545395695
32321,sample06464,105043,cd4_t_cell,38082,36.253724665137135
32322,sample06464,105043,cd8_t_cell,24114,22.956313128909112
32323,sample06464,105043,monocyte,17546,16.703635653970277
32324,sample06464,105043,nk_cell,10324,9.828356006587779
32325,sample06465,101508,b_cell,6131,6.039918036016866
32326,sample06465,101508,cd4_t_cell,28312,27.89139772234701
32327,sample06465,101508,cd8_t_cell,24189,23.829648894668402
32328,sample06465,101508,monocyte,22114,21.78547503645033
32329,sample06465,101508,nk_cell,20762,20.453560310517396
32330,sample06466,106658,b_cell,12894,12.089107239963248
32331,sample06466,106658,cd4_t_cell,24650,23.11125278928913
32332,sample06466,106658,cd8_t_cell,28351,26.581222224305726
32333,sample06466,106658,monocyte,28494,26.715295617768945
32334,sample06466,106658,nk_cell,12269,11.503122128672954
32335,sample06467,100141,b_cell,7674,7.663194895197771
32336,sample06467,100141,cd4_t_cell,32326,32.280484516831265
32337,sample06467,100141,cd8_t_cell,28931,28.890264726735303
32338,sample06467,100141,monocyte,20196,20.167563735133463
32339,sample06467,100141,nk_cell,11014,10.998492126102196
32340,sample06468,109786,b_cell,9165,8.348058951050225
32341,sample06468,109786,cd4_t_cell,35299,32.15255132712732
32342,sample06468,109786,cd8_t_cell,31989,29.1375949574627
32343,sample06468,109786,monocyte,16401,14.939063268540615
32344,sample06468,109786,nk_cell,16932,15.42273149581914
32345,sample06469,106428,b_cell,16079,15.107866350960274
32346,sample06469,106428,cd4_t_cell,37045,34.80756943661442
